rank,feature,random_forest_importance,selected,ridge_coefficient,absolute_ridge_coefficient
9424,FGG (2266),1.2995211533789812e-05,True,-0.0018696101189503629,0.0018696101189503629
9425,ACMSD (130013),1.2991476564084836e-05,True,-0.0010110939185562103,0.0010110939185562103
9426,PRELID2 (153768),1.2991063969552589e-05,True,-0.00017609912926701559,0.00017609912926701559
9427,OR2A25 (392138),1.2988056868124516e-05,True,-0.002565308994223869,0.002565308994223869
9428,TMEM266 (123591),1.2978256455027045e-05,True,0.0007613830248159844,0.0007613830248159844
9429,CDS2 (8760),1.2976757874363248e-05,True,-0.0035013521024428043,0.0035013521024428043
9430,CHSY1 (22856),1.2974199183673796e-05,True,-0.002556471836726181,0.002556471836726181
9431,SKIL (6498),1.2968129228796397e-05,True,-0.00045725097400280124,0.00045725097400280124
9432,FNTA (2339),1.2965542731438034e-05,True,-0.0005618906044731112,0.0005618906044731112
9433,SLC12A8 (84561),1.2960806136266274e-05,True,0.0016262648585105462,0.0016262648585105462
9434,GPR37L1 (9283),1.2959117283728506e-05,True,0.0005751063485916039,0.0005751063485916039
9435,DCUN1D4 (23142),1.294834994373725e-05,True,0.001466039778495734,0.001466039778495734
9436,HAUS8 (93323),1.2942274234044551e-05,True,0.0008788057591112,0.0008788057591112
9437,KDM5A (5927),1.293322389601831e-05,True,0.0018899827645193852,0.0018899827645193852
9438,OAS3 (4940),1.2932828219576469e-05,True,0.0002525389010823364,0.0002525389010823364
9439,ABHD6 (57406),1.2928820962296192e-05,True,-0.0011104126766614626,0.0011104126766614626
9440,KATNBL1 (79768),1.2926717828795118e-05,True,-0.0005527362429044278,0.0005527362429044278
9441,STARD9 (57519),1.292658234654808e-05,True,0.0015664948080098846,0.0015664948080098846
9442,NSD3 (54904),1.2919678447035229e-05,True,0.0003606263108541395,0.0003606263108541395
9443,POTEE (445582),1.2917281710666242e-05,True,0.002398342714894008,0.002398342714894008
9444,CTTN (2017),1.2913348249820659e-05,True,-0.0005663427574717486,0.0005663427574717486
9445,NAA15 (80155),1.2912565515598033e-05,True,-0.00047572244481373883,0.00047572244481373883
9446,RAB2B (84932),1.2908766876591056e-05,True,0.0016941581861911975,0.0016941581861911975
