feature,coefficient,absolute_coefficient
ADAM33 (80332),0.0035167565487923547,0.0035167565487923547
CCDC192 (728586),-0.003514870634716905,0.003514870634716905
CTNNB1 (1499),-0.0035141345749974107,0.0035141345749974107
OGFRL1 (79627),0.0035104267322442354,0.0035104267322442354
GAS2L3 (283431),0.0035096448305653887,0.0035096448305653887
UTRN (7402),0.0035093255091309047,0.0035093255091309047
MUC1 (4582),0.0035085682156197444,0.0035085682156197444
MROH5 (389690),0.003508304239403643,0.003508304239403643
KCNMB4 (27345),-0.0035019359764887526,0.0035019359764887526
DNAAF3 (352909),-0.003499503692945216,0.003499503692945216
CNGB3 (54714),0.0034859181322151288,0.0034859181322151288
OTOF (9381),0.0034812390682683893,0.0034812390682683893
PPY (5539),0.0034784537111657286,0.0034784537111657286
SPINK1 (6690),-0.0034783798879172113,0.0034783798879172113
LYL1 (4066),-0.003475857230305839,0.003475857230305839
RND1 (27289),-0.003475485632549444,0.003475485632549444
PIK3CG (5294),-0.0034696408905873386,0.0034696408905873386
LTBP3 (4054),-0.0034694480138225455,0.0034694480138225455
UGT2A1 (10941),-0.0034690857361527098,0.0034690857361527098
TBCC (6903),0.003468941933114007,0.003468941933114007
OR2L13 (284521),-0.003467340103581862,0.003467340103581862
DEFB105A (245908),0.0034640296628401274,0.0034640296628401274
SHANK1 (50944),-0.003463398634380912,0.003463398634380912
AOAH (313),0.0034606527928297136,0.0034606527928297136
TMEM89 (440955),-0.0034544221159051695,0.0034544221159051695
CGA (1081),0.0034503305331384394,0.0034503305331384394
CPA3 (1359),0.003448908624350127,0.003448908624350127
SLCO1B7 (338821),-0.0034483624670756667,0.0034483624670756667
ASCC3 (10973),-0.0034479297838625436,0.0034479297838625436
HLA-DOB (3112),0.003446967416066107,0.003446967416066107
OR4N4C (105369274),-0.003446387657845982,0.003446387657845982
RASGRF1 (5923),-0.0034417104631316274,0.0034417104631316274
PLEKHB1 (58473),-0.0034414111239734323,0.0034414111239734323
OR2A5 (393046),-0.0034360091406071902,0.0034360091406071902
ZNF512B (57473),0.0034328098679282048,0.0034328098679282048
H1-1 (3024),-0.0034313630969063334,0.0034313630969063334
FRAT1 (10023),0.0034289954659877378,0.0034289954659877378
HIF1A (3091),-0.003426188229464596,0.003426188229464596
GAD1 (2571),-0.0034259976964183033,0.0034259976964183033
CDHR4 (389118),-0.0034258744357014183,0.0034258744357014183
FSTL4 (23105),-0.0034234989070048008,0.0034234989070048008
PYY (5697),0.003423410316308245,0.003423410316308245
NAA11 (84779),0.0034208390722283463,0.0034208390722283463
PHF20L1 (51105),-0.003419876151892552,0.003419876151892552
TBX20 (57057),0.003419663621467043,0.003419663621467043
SIKE1 (80143),0.0034191017494297976,0.0034191017494297976
NLRP8 (126205),-0.0034168787032775563,0.0034168787032775563
PADI3 (51702),-0.0034164621374208684,0.0034164621374208684
DHRS12 (79758),-0.0034154285841409456,0.0034154285841409456
WNT2 (7472),0.00341385330952965,0.00341385330952965
OR5AR1 (219493),-0.003412158102616309,0.003412158102616309
L3MBTL4 (91133),0.0034114058842752986,0.0034114058842752986
TP53I13 (90313),0.003410949199370913,0.003410949199370913
ALPI (248),-0.0034066405682149727,0.0034066405682149727
SLC46A1 (113235),-0.003406011224980972,0.003406011224980972
OXGR1 (27199),0.0034026163750704224,0.0034026163750704224
ASB2 (51676),-0.003402008837409115,0.003402008837409115
NXF5 (55998),-0.0034018871980102047,0.0034018871980102047
ZNF385A (25946),-0.0034004189956317473,0.0034004189956317473
FCER2 (2208),-0.0033993908884918335,0.0033993908884918335
PRODH2 (58510),-0.003399000567384436,0.003399000567384436
RIC8A (60626),0.003397146940077185,0.003397146940077185
OR5AP2 (338675),-0.0033907331434182273,0.0033907331434182273
KRTAP21-1 (337977),-0.0033878951229410364,0.0033878951229410364
DLX4 (1748),0.003387874542302346,0.003387874542302346
DNAAF19 (388389),-0.0033874606611265542,0.0033874606611265542
PTPRG (5793),0.0033874464873819383,0.0033874464873819383
NARS2 (79731),0.003385852726812343,0.003385852726812343
ZNF845 (91664),0.003383922335480021,0.003383922335480021
MAP3K19 (80122),0.0033826059450222244,0.0033826059450222244
DEFB119 (245932),0.0033805089563477557,0.0033805089563477557
MEX3C (51320),-0.0033791856203304878,0.0033791856203304878
ANAPC16 (119504),-0.0033761841585488953,0.0033761841585488953
HNRNPF (3185),-0.0033760531814008773,0.0033760531814008773
ASB4 (51666),0.0033760048517752082,0.0033760048517752082
ARMCX2 (9823),-0.003374612949756584,0.003374612949756584
CCDC87 (55231),0.003369432452142239,0.003369432452142239
MAGEC1 (9947),0.003369296728686386,0.003369296728686386
TTLL13 (440307),0.0033669804598164287,0.0033669804598164287
OR9G1 (390174),0.0033661051472907814,0.0033661051472907814
CAB39L (81617),0.003362759514179223,0.003362759514179223
